UWI,MEDIAN_WFMP Upper A - ARITH_MEAN_DPHI_100,MEDIAN_WFMP Upper A - ARITH_MEAN_Resistivity_ALS,MEDIAN_WFMP Upper A - GROSS,MEDIAN_WFMP Upper A - NET_DPHI>8,MEDIAN_WFMP Upper A - NET_GR>75_DPHI>8,MEDIAN_WFMP Upper A - NET_Res>30,MEDIAN_WFMP_UA_MRKR_SSTVD,VARIANCE_WFMP Upper A - ARITH_MEAN_DPHI_100,VARIANCE_WFMP Upper A - ARITH_MEAN_Resistivity_ALS,VARIANCE_WFMP Upper A - GROSS,VARIANCE_WFMP Upper A - NET_DPHI>8,VARIANCE_WFMP Upper A - NET_GR>75_DPHI>8,VARIANCE_WFMP Upper A - NET_Res>30,VARIANCE_WFMP_UA_MRKR_SSTVD
42389378470000,9.69,64.01,100.79,77.38,85.04,97.81,-8297.69,0.17,4.62,0.1,5.15,0.84,2.25,107.55
42389378500000,10.03,87.14,118.55,93.48,78.31,118.74,-7280.52,0.01,0.02,0.0,2.6,1.1,0.6,50.76
42389378720000,9.72,63.47,91.63,71.89,67.21,77.98,-7116.27,0.02,70.43,19.59,3.51,2.91,6.53,881.59
42389378730000,9.75,62.7,89.88,71.68,66.93,77.4,-7136.73,0.02,44.97,20.08,3.4,2.9,6.61,825.68
42389378760000,9.2,121.04,84.52,57.71,63.7,76.07,-7655.84,0.0,57.32,3.55,2.39,0.07,0.51,107.44
42389378770000,5.56,191.93,100.74,32.14,29.89,96.51,-7253.61,0.08,14.37,0.94,6.4,46.93,5.36,898.44
42389378780000,9.1,123.48,88.24,58.17,63.25,75.43,-7629.43,0.02,25.44,9.5,1.68,0.04,2.36,213.19
42389378810000,6.11,191.27,100.95,36.6,33.66,97.07,-7236.15,0.08,14.93,0.89,4.44,44.47,4.83,901.16
42389378820000,6.61,190.64,101.86,40.87,37.24,97.65,-7219.5,0.09,15.65,0.77,2.96,42.68,4.33,924.51
42389378830000,7.07,190.02,102.65,45.2,40.81,98.25,-7202.98,0.1,16.31,0.78,1.91,40.03,3.82,928.72
42389379000000,10.32,109.54,88.2,67.5,62.55,88.54,-7799.74,0.08,30.99,6.02,2.31,1.19,0.54,1445.5
42389379020000,10.13,110.77,89.07,67.14,62.85,88.8,-7814.63,0.03,32.08,5.35,1.61,0.91,0.47,1615.36
42389379030000,9.98,111.96,89.21,66.75,63.16,89.09,-7829.87,0.01,26.31,4.69,1.11,1.15,0.42,1577.01
42389379060000,9.91,112.78,89.35,66.56,63.41,89.42,-7837.41,0.01,16.72,3.02,0.69,1.12,0.42,1325.31
42389379080000,10.61,80.56,135.93,115.48,99.89,134.64,-7438.46,0.0,0.33,0.4,0.37,0.79,0.1,487.06
42389379090000,9.89,113.4,89.26,66.3,63.08,89.46,-7855.84,0.01,8.68,1.28,0.18,1.56,0.45,897.09
42389379110000,9.85,114.13,89.15,66.02,62.22,89.45,-7867.26,0.03,3.18,1.34,0.04,2.04,0.62,610.64
42389379170000,9.91,83.46,121.07,96.21,79.96,123.68,-7348.52,0.0,0.2,0.0,1.65,0.61,0.25,94.09
42389379190000,9.94,84.37,120.71,95.48,79.51,122.41,-7331.2,0.0,0.13,0.01,1.9,0.73,0.33,85.61
42389379220000,6.87,179.0,97.96,32.47,50.77,77.12,-7313.42,1.24,15.01,1.78,29.76,40.66,32.77,128.73
42389379230000,6.63,176.98,95.65,31.67,50.02,77.01,-7327.37,1.54,16.53,1.02,50.26,48.95,26.08,130.96
42389379530000,8.62,85.19,125.46,71.65,76.5,119.07,-7358.08,0.0,2.46,1.63,0.9,0.35,2.32,121.66
42389379570000,12.14,84.35,81.84,68.0,63.65,51.98,-6668.72,0.45,1532.79,8.06,2.13,0.75,242.16,592.55
42389379710000,9.25,88.03,119.1,69.94,68.82,101.9,-7114.05,0.01,6.83,3.87,0.19,0.21,3.49,212.42
42389379730000,8.8,127.06,86.63,57.44,63.02,71.36,-7607.18,0.0,19.99,6.47,1.59,0.08,4.38,270.33
42389379770000,11.4,121.82,74.67,67.13,61.95,77.02,-7919.75,0.02,45.31,1.21,0.73,0.24,0.16,21.88
42389379780000,11.42,123.1,75.43,66.6,60.68,76.92,-7925.28,0.01,43.76,0.04,0.9,0.23,0.13,12.57
42389379790000,11.3,122.79,80.42,65.25,58.52,77.38,-7935.68,0.0,21.57,8.59,1.19,0.33,0.29,160.08
42389379800000,8.81,88.64,133.34,93.82,83.21,134.93,-7760.75,0.0,0.54,1.59,0.04,0.9,0.44,369.59
42389379830000,10.19,88.32,88.7,66.13,54.2,72.3,-7586.02,0.01,7.85,0.38,2.31,13.81,24.39,80.54
42389379850000,10.34,112.2,98.68,91.88,84.32,97.6,-7927.69,0.0,175.78,3.55,1.47,0.04,1.23,773.96
42389380060000,9.89,71.94,108.33,73.63,70.78,93.7,-7033.62,0.01,31.21,2.47,1.33,0.54,1.86,25.1
42389380080000,9.85,72.1,109.24,73.48,70.92,94.08,-7059.45,0.01,27.53,3.21,1.31,0.43,2.53,23.13
42389380120000,11.88,51.41,108.64,104.26,101.08,113.55,-8025.45,0.17,7.66,7.31,3.96,1.69,2.29,397.12
42389380160100,10.96,94.91,133.11,114.55,105.73,133.1,-6815.76,0.04,5.08,4.19,4.15,0.75,0.3,98.3
42389380180000,9.78,74.17,111.18,73.21,71.2,95.23,-7112.46,0.02,19.21,5.1,1.21,0.19,4.09,18.22
42389380250000,10.78,118.58,86.17,63.46,55.98,78.66,-7983.15,0.01,14.56,52.82,1.91,1.34,1.52,332.06
42389380280000,5.56,163.08,95.29,66.05,60.57,67.93,-7660.08,5.46,87.48,2.55,0.21,0.09,12.73,2647.57
42389380300000,10.53,110.04,98.55,92.63,84.09,95.81,-7957.39,0.0,169.02,3.13,1.96,0.09,1.76,829.72
42389380310000,6.94,164.9,89.81,50.59,15.94,102.66,-7344.53,0.3,71.2,3.57,36.24,2.54,1.49,17.03
42389380340000,10.64,107.93,98.62,93.01,83.92,94.82,-7974.18,0.01,164.59,3.16,2.34,0.15,2.5,891.54
42389380420000,7.17,164.18,88.18,52.49,17.62,102.78,-7333.84,0.24,70.81,4.12,30.26,4.5,1.23,19.92
42389380430000,7.58,161.34,88.14,56.08,19.6,103.08,-7320.22,0.11,48.47,2.31,15.14,5.24,0.56,14.51
42389380480000,7.7,162.86,88.87,56.75,22.2,102.96,-7306.74,0.09,61.55,11.59,14.57,11.69,0.58,28.85
42389380500000,9.31,103.17,105.2,79.12,80.89,104.16,-7799.15,0.01,50.61,6.09,4.81,0.07,1.93,474.54
42389380560000,9.02,91.09,127.31,95.03,89.08,133.25,-7656.35,0.0,1.33,1.91,0.18,1.84,0.15,844.89
42389380570000,9.33,102.95,104.53,80.4,81.65,103.61,-7798.17,0.01,51.46,6.35,3.71,0.06,1.98,445.13
42389380680000,10.13,79.27,88.97,67.28,,82.51,-7672.08,0.01,128.64,1.48,0.44,,8.65,140.38
42389380700000,10.42,65.81,113.46,72.05,91.8,111.75,-7906.26,0.22,9.66,1.65,70.28,1.64,0.86,1119.97
42389380710000,11.14,33.99,81.92,81.43,76.81,83.83,-7868.0,0.0,6.25,99.74,2.65,3.66,0.43,6195.07
42389380760000,9.25,76.9,108.09,97.37,84.82,134.73,-7544.93,0.0,0.1,9.39,1.41,0.0,0.02,65.55
42389380810000,9.17,88.4,82.66,60.37,,88.35,-7944.54,0.01,2.26,5.03,0.64,,6.12,12129.65
42389380820000,9.35,92.59,81.17,61.92,,88.25,-7954.26,0.01,3.64,7.41,0.48,,3.86,7172.99
42389380840000,9.56,96.24,78.05,63.33,,88.47,-7963.13,0.02,4.21,15.53,0.42,,2.11,1273.69
42389380860000,10.78,79.57,126.85,113.67,79.39,117.88,-6398.0,0.02,0.44,10.28,3.85,0.79,0.13,1107.85
42389381190000,9.76,113.78,77.3,55.13,56.24,72.15,-7416.73,0.02,56.51,7.87,1.38,26.75,28.96,2277.19
42389381230000,10.13,87.95,97.52,74.63,,91.44,-7837.5,0.05,4.73,21.61,18.2,,0.36,3673.26
42389381270000,9.07,144.12,84.87,57.41,58.92,78.3,-7448.37,0.08,33.63,0.42,3.53,3.8,11.23,691.41
42389381330000,9.22,80.38,110.5,69.5,81.91,108.41,-7918.43,0.04,23.8,0.2,2.07,2.59,0.72,375.94
42389381400000,8.94,148.15,85.35,56.52,58.35,77.89,-7436.61,0.04,30.73,0.46,2.33,5.67,12.65,651.25
42389381420000,9.08,162.51,85.44,56.15,58.47,78.16,-6831.81,0.03,130.95,20.39,9.12,4.23,9.89,2129.29
42389381470000,9.25,79.88,109.84,71.76,82.43,107.93,-7919.94,0.04,23.82,0.18,1.5,2.28,0.76,453.48
42389381700000,10.9,109.39,72.74,60.94,59.73,79.8,-7973.4,0.01,3.28,5.67,1.4,0.35,4.96,39.42
42389381710000,9.31,79.95,109.07,73.97,82.73,107.48,-7923.16,0.04,25.68,0.3,1.35,2.05,0.85,488.12
42389381720000,9.37,79.83,108.25,76.41,83.05,107.0,-7927.27,0.05,27.06,0.4,0.85,1.85,0.87,510.3
42389381730000,9.43,79.84,107.45,78.59,83.38,106.55,-7930.79,0.05,28.35,0.55,0.64,1.64,0.92,522.4
42389381840000,10.57,108.0,71.5,60.66,59.35,79.71,-7959.84,0.02,4.73,1.93,1.69,1.19,5.58,63.27
42389381870000,11.18,110.52,73.83,61.17,60.05,79.81,-7985.7,0.02,2.02,11.65,1.19,0.05,4.26,53.68
42389381890000,11.5,111.5,74.3,61.4,60.64,79.75,-7998.34,0.04,1.17,20.43,1.06,0.12,3.51,90.28
42389381930000,9.44,141.72,102.29,69.15,69.38,87.7,-7927.74,0.06,132.05,2.04,3.74,4.28,16.66,942.9
42389381940000,10.28,69.12,109.98,77.5,88.36,108.92,-7948.43,0.1,2.89,0.76,29.67,1.23,0.31,238.23
42389382010000,9.44,144.99,94.34,63.31,53.45,88.09,-7528.19,0.04,4.24,4.22,12.76,11.18,3.78,3.41
42389382020000,9.46,170.25,78.32,61.14,61.89,82.84,-6921.88,0.11,160.33,7.72,1.07,1.29,3.74,5776.6
42389382220000,6.71,163.21,95.22,48.3,12.85,102.16,-7370.9,0.48,87.18,1.59,57.3,0.24,3.19,41.31
42389382300000,10.67,82.84,88.91,65.02,60.09,76.54,-7661.71,0.01,174.24,41.42,8.29,4.16,7.33,2486.14
42389382320000,10.62,63.14,102.52,87.13,82.85,90.18,-8225.81,0.01,0.38,0.05,0.61,0.51,2.69,29.39
42389382390000,9.86,47.39,119.47,96.73,94.17,121.39,-7990.82,0.12,3.61,10.45,2.09,4.65,2.71,257.18
42389382420000,7.5,50.93,139.95,68.53,66.44,128.58,-6534.07,0.0,0.04,0.16,3.86,1.09,1.47,35.77
42389382440000,9.97,98.09,72.73,64.21,59.28,81.17,-7908.59,0.17,86.72,19.76,2.69,6.5,27.05,13.92
42389382600000,8.79,91.65,130.64,93.39,88.12,127.99,-7766.53,0.08,17.08,7.11,4.62,13.71,0.87,1205.55
42389382620000,8.82,90.1,129.94,93.92,88.14,127.24,-7776.32,0.07,19.67,5.77,4.69,9.46,0.69,1345.35
42389382640000,8.89,90.15,129.07,94.64,88.56,126.75,-7774.83,0.06,18.03,4.12,3.86,6.35,0.39,1138.74
42389382740000,9.77,65.85,108.51,92.43,89.97,110.74,-6557.34,0.01,0.34,0.1,2.29,0.08,0.27,3.91
42389382760000,9.9,115.03,88.85,65.7,62.23,89.05,-7867.35,0.03,3.53,0.57,0.11,1.75,0.45,339.28
42389382790000,9.88,114.08,88.26,65.32,61.8,88.7,-7868.75,0.05,4.98,0.18,0.51,2.86,0.69,211.82
42389382800000,9.93,88.51,85.43,66.52,52.06,70.85,-7528.63,0.0,205.91,0.34,6.53,34.17,68.03,8.37
42389382830000,9.87,112.86,88.03,65.13,61.42,88.65,-7870.38,0.06,6.12,0.07,1.27,3.84,0.9,191.48
42389382950000,9.41,151.34,93.48,68.5,38.04,100.8,-7202.74,0.0,26.21,27.35,0.64,28.13,0.22,466.34
42389382990000,10.78,129.4,77.9,69.53,64.71,90.41,-7968.27,0.0,1.2,2.78,2.38,5.36,11.49,51.95
42389383030000,8.93,125.88,87.56,57.56,63.22,73.58,-7617.04,0.0,17.05,6.18,1.09,0.01,2.72,204.44
42389383050000,11.18,76.03,96.59,88.0,78.29,76.68,-8053.44,0.0,4.07,9.94,3.23,2.92,18.11,3527.32
42389383070000,11.29,55.74,92.64,85.5,75.39,71.1,-8021.58,0.0,3.0,5.95,0.87,1.25,5.16,1285.32
42389383220000,11.24,87.81,134.59,123.07,109.6,134.19,-7143.94,0.01,2.62,0.7,0.2,0.61,0.44,292.13
42389383240000,6.43,152.77,72.26,65.52,60.87,86.65,-6840.7,3.07,48.81,1.13,2.03,0.34,0.21,13.09
42389383330000,9.64,189.65,103.84,52.43,62.76,85.13,-7137.27,0.12,3.47,8.66,0.55,1.95,30.85,76.17
42389383390000,6.46,170.0,100.9,66.1,60.61,72.77,-7675.98,2.39,47.26,2.6,0.02,0.0,3.42,1264.6
42389383640000,8.59,102.63,85.47,53.59,46.77,95.0,-6767.59,0.01,270.84,3.84,4.26,10.42,0.25,784.58
42389383700000,10.62,94.46,110.73,95.15,81.51,111.59,-7064.89,0.01,0.35,1.9,5.75,3.86,3.03,5.45
42389383760000,11.16,90.91,95.45,88.13,78.35,76.16,-8011.52,0.0,22.09,5.76,2.9,1.55,9.58,2646.67
42389383780000,11.18,83.63,95.39,87.75,77.98,75.62,-8026.0,0.0,9.41,6.64,2.63,1.78,10.48,2598.06
42389384040000,10.55,97.47,87.48,64.56,63.97,84.22,-7874.28,0.04,165.56,2.32,5.03,0.6,2.27,293.41
42389384270000,11.36,81.02,80.79,68.01,66.53,80.37,-7779.19,0.18,23.66,1.23,0.8,1.28,0.47,392.4
42389384280000,11.0,107.47,74.58,65.85,64.6,86.45,-7226.27,0.06,2.51,0.08,4.09,0.26,0.37,1190.68
42389384300000,11.25,61.94,80.73,79.72,29.83,92.34,-7003.59,0.03,6.89,25.21,2.54,27.1,0.25,2056.08
42389384300100,11.26,62.44,80.17,79.82,29.39,92.33,-7008.48,0.03,5.95,22.26,2.6,24.56,0.25,1674.01
42389384360000,10.0,99.24,110.4,74.62,71.72,99.17,-7287.09,0.01,0.21,3.21,0.16,0.07,3.31,9.86
42389384370000,9.77,100.89,113.41,73.9,72.26,103.29,-7305.12,0.08,1.79,9.12,0.89,0.54,17.37,246.7
42389384380000,9.77,103.55,113.45,74.07,72.34,104.17,-7316.0,0.08,2.27,7.54,0.78,0.61,17.54,326.48
42389384420000,9.95,111.85,88.11,65.81,61.69,88.44,-7869.19,0.05,4.61,0.21,1.56,3.25,0.63,135.13
42389384430000,10.0,111.67,88.39,66.73,61.81,88.44,-7873.71,0.03,3.69,0.57,1.64,3.08,0.32,132.26
42389384550000,9.95,101.82,71.9,63.45,58.43,81.94,-7917.35,0.08,65.71,20.48,2.73,4.71,24.25,23.96
42389384560000,9.95,103.9,71.4,62.64,58.21,82.0,-7925.91,0.04,44.87,20.46,3.54,3.55,20.66,40.45
42389384640000,9.83,78.28,84.94,63.99,46.04,60.56,-7497.39,0.0,92.07,2.75,9.21,31.64,157.4,465.57
42389384650000,7.6,94.73,69.28,31.61,44.17,69.37,-6576.22,0.02,166.22,17.43,25.22,69.17,107.81,2273.64
42389384700000,10.4,59.05,86.44,71.88,64.61,84.22,-7653.25,0.0,78.29,0.27,1.28,1.48,1.37,880.67
42389384710000,10.44,135.44,86.3,65.83,58.37,84.74,-7598.5,0.18,72.07,0.97,13.17,1.18,1.62,121.15
42389384770100,9.09,85.34,129.37,97.36,84.2,136.0,-7723.6,0.0,0.03,3.79,0.01,0.24,0.07,470.21
42389384790000,9.14,84.65,128.25,97.93,84.3,135.94,-7707.42,0.0,0.03,5.73,0.02,0.24,0.05,480.67
42389384800000,9.03,86.61,121.47,96.41,87.86,134.91,-7622.14,0.0,0.3,7.03,0.78,0.58,0.12,887.28
42389384840000,10.51,134.31,85.63,65.63,58.58,84.67,-7610.15,0.26,59.2,0.42,16.1,1.22,0.98,134.76
42389384850000,10.54,133.58,84.93,65.9,58.91,84.74,-7622.31,0.32,50.71,0.07,18.33,1.04,0.45,267.53
42389384860100,10.56,133.91,84.86,66.1,59.2,84.75,-7631.2,0.22,39.35,0.31,14.19,0.57,0.11,417.27
42389384880000,9.8,126.48,90.89,76.31,74.74,99.17,-7117.96,0.04,114.41,0.48,0.41,1.45,6.97,7724.82
42389384890000,9.66,125.51,89.45,74.61,73.62,98.88,-7083.31,0.07,159.94,2.09,2.78,4.02,14.55,10434.87
42389385060000,8.5,55.14,147.53,100.21,87.74,125.87,-6615.2,0.04,0.2,1.68,30.24,31.47,4.6,272.41
42389385070000,8.5,54.79,147.1,100.2,88.08,125.02,-6594.87,0.04,0.14,2.1,31.18,31.57,6.04,309.31
42389385090000,8.51,54.46,146.67,100.24,88.43,124.15,-6577.35,0.04,0.1,2.5,32.48,32.11,7.95,344.87
42389385130000,9.92,129.41,81.56,73.45,30.96,99.27,-7186.17,0.04,8.91,21.9,2.45,37.37,0.05,160.81
42389385150000,9.25,54.32,84.92,62.47,45.27,75.97,-7469.62,0.01,208.69,1.58,4.17,0.94,151.64,1006.75
42389385170000,9.46,120.07,105.43,75.95,76.46,105.64,-7782.27,0.01,56.99,4.09,2.08,1.23,1.7,252.04
42389385370000,8.63,47.76,139.17,88.57,83.87,126.82,-6315.92,0.01,0.28,1.94,5.99,4.02,0.85,165.63
42389385450000,7.31,103.35,70.02,41.86,57.75,76.8,-6467.11,0.12,120.37,9.75,8.34,20.18,41.94,59.82
42389385510000,10.5,81.66,103.28,93.29,85.03,102.01,-7991.49,0.03,28.95,0.66,0.3,0.44,0.94,277.93
42389385520000,10.65,81.34,103.18,94.54,85.22,101.6,-8002.05,0.03,30.54,0.68,0.36,0.46,1.11,218.19
42389385530000,10.78,81.8,102.86,95.27,85.13,100.78,-8012.52,0.02,24.05,0.5,0.31,0.32,0.96,153.22
42389385590000,11.26,80.21,80.66,67.11,65.88,80.06,-7786.0,0.08,23.56,0.63,0.81,0.14,1.7,319.61
42389385820000,10.59,99.22,87.42,65.12,65.17,85.12,-7886.05,0.04,199.03,1.95,4.98,0.52,4.59,278.77
42389385880000,10.37,151.64,87.3,64.38,62.13,77.73,-7789.29,3.54,1.41,50.76,135.25,1.68,9.21,1300.58
42389386010000,9.4,91.46,113.37,69.75,66.99,97.88,-7033.72,0.01,15.64,1.15,0.33,0.81,1.39,215.57
42389386030000,10.59,133.32,84.78,66.45,59.53,84.7,-7636.84,0.19,34.17,0.85,14.55,0.49,0.02,714.23
42389386040100,9.18,126.82,85.65,59.45,61.97,77.15,-7527.81,0.03,0.9,5.04,0.78,0.68,3.61,469.87
42389386060100,10.71,135.04,84.53,68.24,59.65,84.33,-7637.82,0.09,8.51,0.12,9.27,0.34,0.06,399.25
42389386070000,10.58,133.45,84.52,66.99,60.4,84.35,-7650.6,0.04,25.48,1.85,6.33,0.27,0.62,735.16
42389386080000,10.56,133.82,84.59,66.95,60.91,84.51,-7666.56,0.0,24.22,2.54,2.26,0.21,1.68,553.32
42389386090000,10.56,133.72,84.63,67.66,61.37,85.22,-7676.77,0.01,20.85,2.92,0.78,0.18,2.88,390.93
42389386120000,9.58,62.14,142.99,116.42,106.14,145.14,-7191.19,0.0,0.86,0.53,0.0,0.56,0.13,80.75
42389386160000,9.58,61.75,143.25,116.57,107.11,145.26,-7225.42,0.0,0.86,0.47,0.0,0.56,0.13,114.6
42389386370000,8.75,47.95,138.87,89.37,84.18,123.88,-6287.65,0.01,0.13,1.89,4.55,3.19,1.55,85.73
42389386440000,8.5,49.1,138.65,90.81,85.31,128.61,-6352.22,0.07,1.35,1.06,44.05,28.3,29.51,473.39
42389386590000,10.76,86.06,85.17,65.63,61.88,77.94,-7675.04,0.01,169.84,41.83,9.64,0.85,3.95,2805.25
42389386830000,11.66,169.67,109.09,84.7,71.73,109.29,-7473.19,0.15,50.11,16.08,0.18,0.04,5.55,997.48
42389386840000,11.64,169.66,109.18,84.76,71.88,109.88,-7492.43,0.14,47.63,15.18,0.16,0.05,5.08,861.49
42389386850000,11.64,169.87,109.13,84.82,72.03,110.34,-7508.63,0.13,45.26,14.6,0.14,0.06,4.69,772.32
42389386940000,10.64,100.8,86.91,65.76,66.46,85.14,-7898.99,0.01,186.87,1.59,2.71,0.51,4.07,186.32
42389387010000,10.03,145.99,92.28,73.7,62.71,91.93,-7841.89,0.51,91.31,17.77,18.41,7.15,4.49,1342.52
42389387110000,9.81,72.33,110.06,73.39,71.07,94.44,-7084.31,0.02,25.67,4.29,1.32,0.32,3.48,19.12
42389387130000,9.15,79.9,108.87,96.94,86.22,135.53,-7569.2,0.0,0.0,13.1,1.44,0.03,0.04,157.9
42389387270000,10.71,84.26,87.04,65.31,60.96,77.31,-7668.96,0.01,173.99,44.11,8.79,2.02,5.23,2657.17
42389387700000,10.69,85.46,129.85,112.24,95.46,130.6,-7255.55,0.0,0.91,5.23,5.39,7.25,2.19,497.48
42389387710000,10.59,84.58,130.55,111.69,94.85,131.41,-7293.75,0.0,0.87,4.73,4.81,6.86,1.64,511.52
42389387730000,10.88,81.89,102.6,95.77,85.06,100.05,-8022.69,0.02,17.23,0.35,0.3,0.23,0.79,104.93
42389387840100,7.65,93.84,80.0,41.04,35.98,96.52,-6752.92,0.12,385.35,21.42,24.8,32.78,2.12,604.15
42389387980000,11.63,56.86,91.94,86.15,75.73,89.51,-7902.66,0.14,5.43,2.89,9.48,0.92,0.55,3677.77
42389388100000,9.47,65.25,139.39,111.2,95.79,141.39,-6943.15,0.0,0.98,0.71,0.25,0.92,0.1,20.4
42389388160000,10.76,70.29,79.65,64.07,,66.1,-8066.47,0.02,7.3,26.94,5.6,,12.51,7.11
42389388180000,10.71,66.46,80.99,62.02,,64.86,-8060.62,0.03,9.86,22.03,9.86,,14.91,25.8
